UniqueID,LM.flux,LM.C0,LM.Ct,LM.slope,LM.MAE,LM.RMSE,LM.AICc,LM.SE,LM.se.rel,LM.r2,LM.p.val,HM.flux,HM.C0,HM.Ci,HM.slope,HM.MAE,HM.RMSE,HM.AICc,HM.SE,HM.se.rel,HM.r2,HM.k,C0,Ct,MDF,prec,flux.term,nb.obs,k.max,k.mult,g.fact,HM.diagnose,LM.diagnose,best.flux,model,quality.check,HM.score,LM.score,RMSE.lim,MAE.lim,SE.lim,g.limit,g.reverse,k.ratio.lim,MDF.lim,warn.nb.obs,rescued_analyzer,rescued_gas
Mar_23_154_CP40_stem,1.6425586640512373,530.9960000629607,620.376856629754,0.4256231265085396,0.7495090844821605,0.9137220750859872,569.4882991275491,0.00400130803572776,0.24360213874242165,0.998749442404128,5.246114457201182e-292,1.696166361986213,530.5139730486632,1963.580021460699,0.4395140617301373,0.7299283338385815,0.8876686795844146,559.3007279778755,0.01589348020708881,0.9370236648531056,0.9988197411739854,3.0669490929406766e-4,529.237,620.741,0.00640149279184819,0.35,3.859185654514197,212,1.2160660757386843,1,1.0326367021819218,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),1.696166361986213,HM,,0,4,0.35,0.35,0.02403809869102058,2,0.5,1,0.0064,60,LGR3,CO2
Mar_23_38_BL60_stem,2.5391506520361,452.7920000000003,464.16700000000014,0.4945652173912968,0.8977427536231654,1.126991766619877,81.04754220783353,0.17820956868826016,7.018471650957656,0.8977817899786704,1.3761017902041085e-12,3.4060193121931683,452.207240585802,477.4145627429567,0.6634102943923393,0.9043946732117168,1.0816224308350009,81.98049665536949,0.8361061096402972,24.54789691435779,0.9058461343623446,0.02631815828180071,452.539,461.916,0.07487239102157844,0.35,5.134106812908237,24,1.413043478260848,1,1.3414010348153,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),3.4060193121931683,HM,SE | AICc | nb.obs,2,2,0.35,0.35,0.07144345083117604,2,0.5,1,0.075,60,LGR3,CO2
Oct_22_236_BL60_stem,1.694061127720434,779.4036755054487,909.8118697992142,0.32931362195395314,0.9376552295678104,1.1778440975638027,1268.9949226871272,0.00265364846195005,0.1566441976932005,0.9990243616215104,0,1.8126079430858295,777.9039218551559,1803.409654559583,0.35235829283405107,0.76867191742919,0.972475147337746,1118.1416864561966,0.00921500507212463,0.508383796246461,0.9993349255278976,3.43594659295394e-4,776.577,908.765,0.0045352049626369,0.35,5.144218200476715,399,0.9408960627255804,1,1.0699778853463893,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),1.8126079430858295,HM,,0,4,0.35,0.35,0.01752191610126156,2,0.5,1,0.0045,60,LGR3,CO2
Oct_22_240_BL60_stem,3.608003845629816,573.3189165947799,692.3351700104714,0.7084300798553065,205.78562602823743,209.13204851697344,4604.166418359312,1.1881227803771102,32.93019717304959,0.02367855367095239,0.00257752133328546,3.632313244901618,573.1822768344855,8653.861992907458,0.7132032204627415,205.7856741152251,209.1324949348775,4606.215844314474,4.769147223630561,131.2977957042836,0.02367441782432056,8.826030055913937e-5,710.61,423.31,0.01054754382388829,0.35,5.092956874963205,340,2.0240859424437327,1,1.006737631197718,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),3.632313244901618,HM,SE | AICc,2,2,0.35,0.35,0.018981415059132416,2,0.5,1,0.011,60,LGR3,CO2
Oct_22_241_BL60_stem,1.5161321223495527,598.8909392812366,642.390450094327,0.29794185488418096,3.9145517874569977,4.884361107894049,1785.0285897728456,0.0342223789817124,2.2572161408121816,0.8692781115830357,3.836284458117921e-132,2.1125585443769523,596.2392956358351,684.5084430641897,0.41514825916865467,3.855767130749873,4.751102425425287,1770.708063665082,0.16989399978884673,8.042096643478008,0.8763137078742698,0.00470320911964872,592.062,633.733,0.01211591566398016,0.35,5.08868457887167,296,0.8512624425262315,1,1.3933868382810308,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),2.1125585443769523,HM,SE,1,3,0.35,0.35,0.020343336780168374,2,0.5,1,0.012,60,LGR3,CO2
Oct_22_242_BL60_CWD,3.997553176174086,451.1140602579694,512.0341835806829,0.35418676350414785,39.66787161007571,41.99943251563603,3595.0596367874027,0.5117400364093556,12.801331561000612,0.14746720353470588,6.81597014718334e-14,4.001292129993225,451.10082439792393,13852.380026901255,0.3545180381348358,39.6714379794638,42.00060469359492,3597.1259120760587,2.036656054079477,50.89995901106389,0.1474202900362508,2.6454044630949298e-5,491.985,499.541,0.02283409816760448,0.35,11.286568522844505,348,1.0119621814404225,1,1.0009353105898438,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),4.001292129993225,HM,SE | AICc,2,2,0.35,0.35,0.018761969359661408,2,0.5,1,0.023,60,LGR3,CO2
Oct_22_243_BL60_CWD,11.51250278481842,443.3048556741383,815.7194521322255,2.2708207101102875,129.45586012257422,201.4842857235121,4471.24072097586,1.183665340834155,10.28156399141166,0.2204389573156088,7.987381825174043e-20,11.506815787582912,443.3278259501017,221576.79296357208,2.2696989600145776,129.40862998468018,201.49563661723317,4473.327280700684,4.680792313741873,40.67843267981181,0.22035199046735943,1.0263932501586929e-5,582.318,1127.27,0.01075402401603916,0.35,5.06975417898989,332,6.488059171743679,1,0.9995060155604908,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),11.51250278481842,LM,RMSE | SE | AICc,3,1,0.35,0.35,0.01920874549819581,2,0.5,1,0.011,60,LGR3,CO2
Oct_22_251_BL60_stem,2.3656738957494716,571.611902999694,651.591480646547,0.4649975444584471,137.35449602625218,168.51552012471976,4562.062372320964,0.922787132473118,39.00736843447177,0.01580425311285949,0.01078069057266807,2.363458847053048,571.6249954872841,92140.63874907748,0.464562153846688,137.3500279241247,168.51627204967292,4564.112328535919,3.7093093350026862,156.9441050191229,0.01579553874790917,5.073355437646327e-6,879.379,524.876,0.01029262522106952,0.35,5.087497609271508,348,1.3285644127384206,1,0.9990636711592398,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),2.363458847053048,HM,SE | AICc,2,2,0.35,0.35,0.018761969359661408,2,0.5,1,0.01,60,LGR3,CO2
Oct_22_252_BL60_stem,5.238290910313041,519.887757620581,569.3983036594211,0.45843098184111114,80.74321276496283,80.80851097057747,2562.960274981776,1.992902627535894,38.04490169899323,0.02627228900011435,0.00918698615586968,6.502461504689568,517.9996151921433,656.8248382644119,0.5690653426884088,80.74472535466936,80.80470757750892,2565.014500529899,9.308523423554565,143.15384130826868,0.02636394721848889,0.00409914949239569,603.29,491.964,0.03669080153173353,0.35,11.426563905597014,220,1.3098028052603177,1,1.24133264379946,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),6.502461504689568,HM,SE | AICc,2,2,0.35,0.35,0.02359699518621347,2,0.5,1,0.037,60,LGR3,CO2
Oct_22_253_BL60_CWD,8.682317887891248,590.3343508531095,1026.2375431816597,1.722937519085178,1.773858537311344,2.0546425593347,1101.2839377230953,0.00883564220142111,0.10176593757000882,0.9997359836558632,0,9.16463172126386,586.3431823510548,4832.2662909908495,1.818648895957294,0.8429048319644687,1.028519647374628,749.0536043796394,0.01844518394758243,0.20126486812105884,0.99993384183695,4.2832826912400407e-4,585.788,1022.7,0.00694385241991819,0.35,5.039252899026348,256,4.922678625957652,1,1.055551275546507,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),9.16463172126386,HM,,0,4,0.35,0.35,0.021875,2,0.5,1,0.0069,60,LGR3,CO2
Oct_22_254_BL60_stem,-1011.5454265789368,-6931.283799154647,-28522.52736700908,-88.85285418870136,36011.246134699504,364878.7985140817,13947.783253440868,2674.5048753171013,-264.39790097833964,-0.00175553309996745,0.7054332546451005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,603.387,-66.5753,0.01633022715446314,0.35,11.384501216254304,490,253.8652976820039,1,NA,HM.flux is NA,Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),-1011.5454265789368,LM,HM.flux is NA,NA,NA,0.35,0.35,0.015811388300841896,2,0.5,1,0.016,60,LGR3,CO2
Oct_22_255_BL60_stem,16.76341039424965,527.3654232235101,768.3870852279995,1.4696442805151788,0.7742362958910528,0.9812750780989022,470.96012680469886,0.01840344089069711,0.10978339405810908,0.9998011748141298,1.1273666556062155e-291,17.256176409799444,526.1959698301184,4794.147917609506,1.5128449621994635,0.6657725145067748,0.8260814345428816,415.9034823620437,0.06294855905419829,0.3647885693753747,0.9998590920220108,3.544662593932427e-4,525.416,767.321,0.02419548035710424,0.35,11.406440739777718,166,4.1989836586147975,1,1.0293953320929747,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),17.256176409799444,HM,SE,1,3,0.35,0.35,0.027165268399721648,2,0.5,1,0.024,60,LGR3,CO2
Oct_22_278_SRS5_stem,2.283077014840876,612.3518355926343,872.4777222907499,0.8310731204412639,1.606630619500537,2.0069439176207657,1338.8747157396415,0.00344332335675172,0.1508194132028313,0.9992862680033644,0,2.439286553337125,609.4309233435712,2694.6828630350847,0.8879356562895413,1.241048487334569,1.535302489965308,1172.1585849767614,0.01103650403861758,0.45244803336118206,0.9995823114195812,4.2581696695167685e-4,609.452,869.056,0.00306210248521405,0.35,2.7471433724491785,315,2.3744946298321827,1,1.0684206172112578,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),2.439286553337125,HM,,0,4,0.35,0.35,0.019720265943665383,2,0.5,1,0.0031,60,LGR3,CO2
Oct_22_279_SRS5_stem,2.70884013399296,600.2786920439027,864.5941378321563,0.9862516633890064,1.0408390481117396,1.2956244346469472,912.1731281346993,0.00280414876162906,0.1035184293986228,0.9997118205378432,0,2.7499743044765212,599.6053647161832,9329.73922565723,1.0012280525647452,1.0497953280587593,1.341598180220764,933.0630018814774,0.0117118080322935,0.4258879078698497,0.9996912479656928,1.146864490869124e-4,603.479,863.016,0.00357364485792763,0.35,2.746601333664382,270,2.817861895397161,1,1.0151851598650554,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),2.70884013399296,LM,RMSE | MAE | AICc,3,1,0.35,0.35,0.02130032168075646,2,0.5,1,0.0036,60,LGR3,CO2
Oct_22_280_SRS5_stem,2.2654451988667157,566.6530137684911,860.2882289842007,0.8248180202688474,1.3283922914075104,1.609890634240482,1366.752838284522,0.00227038813181592,0.10021818814914112,0.9996405649396916,0,2.3979195272220157,563.8402722908911,3278.8348096784107,0.8730501352214072,0.7905263514759548,1.0027780339807555,1028.9027241371816,0.00588915572295786,0.24559438530368208,0.9998605439648484,3.215660743323234e-4,565.157,857.993,0.00269274512703705,0.35,2.746600029577796,359,2.35662291505385,1,1.058476068377893,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),2.3979195272220157,HM,,0,4,0.35,0.35,0.018472293488924083,2,0.5,1,0.0027,60,LGR3,CO2
Oct_22_281_SRS5_stem,2.2548392428985795,589.9389156919391,873.473311290994,0.8194635710955346,1.2024884799573066,1.4475752092035763,1254.671802600007,0.00213217280655512,0.09455985890214665,0.9996889299869908,0,2.365720191458422,587.6590303247866,3662.92495078038,0.8597604119277463,0.7996036501811391,1.0151634467033348,1009.0400175201984,0.00615817889744345,0.26030884462490256,0.9998470153642584,2.7957270498428147e-4,586.076,872.532,0.00277539308704183,0.35,2.7516040034386178,349,2.3413244888443847,1,1.0491746579757526,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),2.365720191458422,HM,,0,4,0.35,0.35,0.01873507046502662,2,0.5,1,0.0028,60,LGR3,CO2
Oct_22_282_SRS5_stem,2.5446050960535596,440.25659052629834,837.9974913914093,0.9249788392211884,25.48333259096999,32.72288237043998,4255.52931729063,0.03487790725207734,1.3706609055436405,0.9249191336322384,1.1506381737164312e-244,2.5473766226268935,440.1591892732624,83785.66939571236,0.9259863053449688,25.532394172928463,32.783531087750596,4259.170393377342,0.1399633132874598,5.494409897784471,0.9246445412621244,1.1110212212408162e-5,473.347,904.794,0.00223398045571209,0.35,2.75098736117689,433,2.64279668348911,1,1.001089177482837,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),2.5446050960535596,LM,RMSE | MAE | SE | AICc,4,0,0.35,0.35,0.016819926596627444,2,0.5,1,0.0022,60,LGR3,CO2
Oct_22_283_SRS5_stem,4.511923324075072,690.5473313385994,1159.5251801731038,1.639782688232533,1.2231384904974203,1.5132598118814329,1065.6765114928323,0.00296433962776502,0.06570013306626178,0.9998756999509352,0,4.577713500254433,689.4011105869744,16717.116330303626,1.663693021854348,1.3786376900848714,1.716436668212259,1140.552070050605,0.01362825829172422,0.2977088516126394,0.9998404400188712,1.038010096291042e-4,691.669,1158.47,0.00335553336222589,0.35,2.751537357025231,289,4.685093394950094,1,1.0145814038612564,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),4.511923324075072,LM,RMSE | MAE | AICc,3,1,0.35,0.35,0.020588235294117647,2,0.5,1,0.0034,60,LGR3,CO2
Oct_22_56_SRS6_stem,1.0700835573604406,614.2230356112527,646.6528783961178,0.20788360759528912,0.778849010891309,1.0125858534427796,458.49273058561823,0.00922912315137567,0.862467523016709,0.9884555146861664,2.8570500909878967e-153,1.442307925585098,612.4625550981433,683.4296996452135,0.2801951051126321,0.5725591621718861,0.6895947266100605,339.20423308742824,0.03130901827347057,2.1707582491976884,0.9946457489846257,0.00394823698911526,611.283,645.348,0.01147534728897886,0.35,5.147512926770518,158,0.5939531645579689,1,1.3478460776865104,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),1.442307925585098,HM,,0,4,0.35,0.35,0.02784450494615055,2,0.5,1,0.011,60,LGR3,CO2
